HS2,HS2 ID,HS4,HS4 ID,Section,Section ID,Trade Value,Trade Value Growth,Trade Value Growth Value,Year
"Furskins, articifial fur, & articles",843,Furskin Apparel,84303,Animal Hides,8,30023.0,-0.8440809119472359,-162532.0,2021
"Furskins, articifial fur, & articles",843,Artificial Fur,84304,Animal Hides,8,2486.0,0.2561899949469429,507.0,2021
"Wood, wood articles, & charcoal",944,Fuel Wood,94401,Wood Products,9,242313.0,1.5380796262739471,146842.0,2021
"Wood, wood articles, & charcoal",944,Wood Charcoal,94402,Wood Products,9,11916.0,-0.5965191480716486,-17617.0,2021
"Wood, wood articles, & charcoal",944,Rough Wood,94403,Wood Products,9,324468.0,6.632027096956297,281954.0,2021
"Wood, wood articles, & charcoal",944,Wood Stakes,94404,Wood Products,9,305.0,-0.4077669902912621,-210.0,2021
"Wood, wood articles, & charcoal",944,Wood Wool,94405,Wood Products,9,8.0,,,2021
"Wood, wood articles, & charcoal",944,Sawn Wood,94407,Wood Products,9,359742.0,0.9278261568553896,173137.0,2021
"Wood, wood articles, & charcoal",944,Veneer Sheets,94408,Wood Products,9,44644.0,-0.6443672630522408,-80890.0,2021
"Wood, wood articles, & charcoal",944,Shaped Wood,94409,Wood Products,9,156347.0,-0.3940790289576487,-101685.0,2021
"Wood, wood articles, & charcoal",944,Particle Board,94410,Wood Products,9,168207.0,-0.241904444274183,-53674.0,2021
"Wood, wood articles, & charcoal",944,Wood Fiberboard,94411,Wood Products,9,226460.0,7.765967329875358,200626.0,2021
"Wood, wood articles, & charcoal",944,Plywood,94412,Wood Products,9,28253760.0,0.6509802537484828,11140436.0,2021
"Wood, wood articles, & charcoal",944,Densified Wood,94413,Wood Products,9,40897.0,0.218187775527225,7325.0,2021
"Wood, wood articles, & charcoal",944,Wood Frames,94414,Wood Products,9,1403051.0,0.0276029158546115,37688.0,2021
"Wood, wood articles, & charcoal",944,Wood Crates,94415,Wood Products,9,2763659.0,1.2213301332801778,1519513.0,2021
"Wood, wood articles, & charcoal",944,Wood Barrels,94416,Wood Products,9,14209.000000000002,0.0502623992904133,680.0000000000018,2021
"Wood, wood articles, & charcoal",944,Wooden Tool Handles,94417,Wood Products,9,239071.0,-0.0861235239926454,-22530.00000000003,2021
"Wood, wood articles, & charcoal",944,Wood Carpentry,94418,Wood Products,9,16957408.0,0.3424678377952802,4325889.0,2021
"Wood, wood articles, & charcoal",944,Wood Kitchenware,94419,Wood Products,9,441302.0,0.5281757203655416,152525.0,2021
"Wood, wood articles, & charcoal",944,Wood Ornaments,94420,Wood Products,9,1974293.0,0.5703427436513561,717056.0,2021
"Wood, wood articles, & charcoal",944,Other Wood Articles,94421,Wood Products,9,1110875.0,-0.2821810968162991,-436695.0,2021
Cork & cork articles,945,Raw Cork,94501,Wood Products,9,6051626.0,-0.1378438152854409,-967550.0,2021
Cork & cork articles,945,Debacked Cork,94502,Wood Products,9,460205.00000000006,1.419750035491386,270018.0000000001,2021
Cork & cork articles,945,Natural Cork Articles,94503,Wood Products,9,5668498.0,-0.2576394668517603,-1967277.0,2021
Cork & cork articles,945,Agglomerated Cork,94504,Wood Products,9,1012458.0,17.414018878562466,957475.0,2021
Straw & esparto manufactures,946,Plaiting Products,94601,Wood Products,9,524276.0,0.3687238930659983,141236.0,2021
Straw & esparto manufactures,946,Basketwork,94602,Wood Products,9,12951383.0,0.7196051092974497,5419780.0,2021
Wood pulp & paper scrap,1047,Sulfate Chemical Woodpulp,104703,Paper Goods,10,494490.0,0.4353179533026045,149974.00000000006,2021
Wood pulp & paper scrap,1047,Recovered Paper Pulp,104706,Paper Goods,10,6298.0,16.494444444444444,5938.0,2021
Wood pulp & paper scrap,1047,Recovered Paper,104707,Paper Goods,10,11500944.0,2.650547489565846,8350473.0,2021
Paper articles,1048,Newsprint,104801,Paper Goods,10,160200.0,0.2826466396579609,35302.0,2021
Paper articles,1048,Uncoated Paper,104802,Paper Goods,10,299561.0,1.2584003679048272,166918.0,2021
Paper articles,1048,Tissue,104803,Paper Goods,10,3575204.9999999995,-0.2795970407744846,-1387580.0000000005,2021
Paper articles,1048,Kraft Paper,104804,Paper Goods,10,3017497.0,0.369746613647093,814537.0,2021
Paper articles,1048,Other Uncoated Paper,104805,Paper Goods,10,347300.0,0.0191056636217718,6511.0,2021
Paper articles,1048,Vegetable Parchment,104806,Paper Goods,10,30119.0,0.224200300776328,5516.0,2021
Paper articles,1048,Composite Paper,104807,Paper Goods,10,194150.0,-0.9521756801694728,-3865500.0,2021
Paper articles,1048,Corrugated Paper,104808,Paper Goods,10,7897229.0,0.2178198095309178,1412502.0,2021
Paper articles,1048,Carbon Paper,104809,Paper Goods,10,63711.0,-0.6533564751841736,-120083.0,2021
Paper articles,1048,Kaolin Coated Paper,104810,Paper Goods,10,84686.0,1.4739563553504134,50455.0,2021
Paper articles,1048,Cellulose Fibers Paper,104811,Paper Goods,10,580806.0,0.0846293474363571,45318.0,2021
Paper articles,1048,Paper Pulp Filter Blocks,104812,Paper Goods,10,7581.0,-0.7315700021244954,-20661.0,2021
Paper articles,1048,Cigarette Paper,104813,Paper Goods,10,75243.0,,,2021
Paper articles,1048,Wallpaper,104814,Paper Goods,10,10266.0,0.2863049743139957,2285.0,2021
Paper articles,1048,Other Carbon Paper,104816,Paper Goods,10,31654.0,187.41666666666663,31486.0,2021
Paper articles,1048,Letter Stock,104817,Paper Goods,10,77144.0,0.8607298777105091,35685.0,2021
Paper articles,1048,Toilet Paper,104818,Paper Goods,10,4320734.0,0.7046675890823542,1786085.0,2021
Paper articles,1048,Paper Containers,104819,Paper Goods,10,87731824.0,0.1854952289504753,13727457.0,2021
Paper articles,1048,Paper Notebooks,104820,Paper Goods,10,1621852.0,0.1027598028449991,151131.0,2021
Paper articles,1048,Paper Labels,104821,Paper Goods,10,1151149.0,-0.5617253374868221,-1475398.0,2021
Paper articles,1048,Paper Spools,104822,Paper Goods,10,41733.0,4.4861311949520175,34126.0,2021
Paper articles,1048,Shaped Paper,104823,Paper Goods,10,10875649.0,0.2164699644923819,1935314.0,2021
"Books, newspapers, & other prints",1049,Brochures,104901,Paper Goods,10,1399094.0,0.18098995592899,214415.0,2021
"Books, newspapers, & other prints",1049,Newspapers,104902,Paper Goods,10,55749.0,-0.5372643741129012,-64728.0,2021
"Books, newspapers, & other prints",1049,Children's Picture Books,104903,Paper Goods,10,222892.0,0.7022063035061057,91949.0,2021
"Books, newspapers, & other prints",1049,Sheet Music,104904,Paper Goods,10,52.00000000000001,-0.0545454545454544,-2.999999999999993,2021
"Books, newspapers, & other prints",1049,Maps,104905,Paper Goods,10,753.0,-0.8835446953294154,-5713.0,2021
"Books, newspapers, & other prints",1049,Architectural Plans,104906,Paper Goods,10,2957.0,-0.8451021477213201,-16133.0,2021
"Books, newspapers, & other prints",1049,Documents of title (bonds etc) and unused stamps,104907,Paper Goods,10,2216558.0,-0.2842775735626512,-880394.0,2021
"Books, newspapers, & other prints",1049,Decals,104908,Paper Goods,10,29720.0,0.5963903958747382,11103.0,2021
"Books, newspapers, & other prints",1049,Postcards,104909,Paper Goods,10,3774.0,-0.6923703945223345,-8494.0,2021
"Books, newspapers, & other prints",1049,Calendars,104910,Paper Goods,10,35693.0,0.5490408818678935,12651.0,2021
"Books, newspapers, & other prints",1049,Other Printed Material,104911,Paper Goods,10,2097206.0,0.5652881989459786,757385.0,2021
Silk,1150,Retail Silk Yarn,115006,Textiles,11,206.0,,,2021
Silk,1150,Silk Fabrics,115007,Textiles,11,29065.0,-0.6046922815368923,-44460.0,2021
Wool & animal hair,1151,Wool,115101,Textiles,11,2146418.0,1.1682829654233289,1156502.0,2021
Wool & animal hair,1151,Animal Hair,115102,Textiles,11,1050.0,,,2021
Wool & animal hair,1151,Prepared Wool or Animal Hair,115105,Textiles,11,2586.0,-0.9640068478850892,-69261.0,2021
Wool & animal hair,1151,Non-Retail Carded Wool Yarn,115106,Textiles,11,14332.0,-0.5361662189714878,-16567.0,2021
Wool & animal hair,1151,Non-Retail Combed Wool Yarn,115107,Textiles,11,2165.0,-0.9530338199882856,-43932.0,2021
Wool & animal hair,1151,Non-Retail Animal Hair Yarn,115108,Textiles,11,158.0,,,2021
Wool & animal hair,1151,Retail Wool or Animal Hair Yarn,115109,Textiles,11,1161.0,-0.9051857901184156,-11084.0,2021
Wool & animal hair,1151,Carded Wool or Animal Hair Fabric,115111,Textiles,11,826488.0,-0.6569970098337252,-1583077.0,2021
Wool & animal hair,1151,Combed Wool or Animal Hair Fabric,115112,Textiles,11,2669790.0,-0.061058836148913,-173615.0,2021
Wool & animal hair,1151,Horsehair Fabric,115113,Textiles,11,2346.0,0.6212854181064273,899.0000000000002,2021
Cotton,1152,Raw Cotton,115201,Textiles,11,19513.0,-0.8465488632520978,-107648.0,2021
Cotton,1152,Cotton Waste,115202,Textiles,11,165647.0,0.5669946078895091,59937.0,2021
Cotton,1152,Prepared Cotton,115203,Textiles,11,126957.0,-0.1151527401222478,-16522.0,2021
Cotton,1152,Cotton Sewing Thread,115204,Textiles,11,197319.0,-0.7896024797433249,-740520.0000000001,2021
Cotton,1152,Non-Retail Pure Cotton Yarn,115205,Textiles,11,3129449.0,1.6956931089225924,1968542.0,2021
Cotton,1152,Non-Retail Mixed Cotton Yarn,115206,Textiles,11,1734253.0,-0.4659018536107036,-1512815.0,2021
Cotton,1152,Retail Cotton Yarn,115207,Textiles,11,1036.0,-0.8934923409067544,-8691.0,2021
Cotton,1152,Light Pure Woven Cotton,115208,Textiles,11,3192959.0,-0.3939973269491881,-2075927.0,2021
Cotton,1152,Heavy Pure Woven Cotton,115209,Textiles,11,32520684.000000004,0.4586587269218199,10225761.000000004,2021
Cotton,1152,Light Mixed Woven Cotton,115210,Textiles,11,255366.0,-0.49759980483659,-252926.0,2021
Cotton,1152,Heavy Mixed Woven Cotton,115211,Textiles,11,1159137.0,-0.6005504790760057,-1742699.0,2021
Cotton,1152,Other Cotton Fabrics,115212,Textiles,11,308192.0,-0.7548285784063762,-948855.0,2021
"Vegetable textile fibers, paper yarn & fabrics",1153,Flax Fibers,115301,Textiles,11,10456.0,,,2021
"Vegetable textile fibers, paper yarn & fabrics",1153,Jute and Other Textile Fibers,115303,Textiles,11,2709.0,0.601063829787234,1017.0,2021
"Vegetable textile fibers, paper yarn & fabrics",1153,Coconut and Other Vegetable Fibers,115305,Textiles,11,27069.0,0.2960976777591573,6184.0,2021
"Vegetable textile fibers, paper yarn & fabrics",1153,Other Vegetable Fibers Yarn,115308,Textiles,11,98.0,,,2021
"Vegetable textile fibers, paper yarn & fabrics",1153,Flax Woven Fabric,115309,Textiles,11,1156282.0,-0.3747373293519511,-692992.0,2021
"Vegetable textile fibers, paper yarn & fabrics",1153,Jute Woven Fabric,115310,Textiles,11,3808.0,,,2021
"Vegetable textile fibers, paper yarn & fabrics",1153,Other Vegetable Fibers Fabric,115311,Textiles,11,199634.0,-0.7644139142050973,-647759.0,2021
Man-made filaments,1154,Artificial Filament Sewing Thread,115401,Textiles,11,641045.0,2.742104771578345,469739.0,2021
Man-made filaments,1154,Non-Retail Synthetic Filament Yarn,115402,Textiles,11,7259483.0,-0.0687675620689456,-536082.0,2021
Man-made filaments,1154,Non-Retail Artificial Filament Yarn,115403,Textiles,11,4059.0,-0.93159757330637,-55281.0,2021
Man-made filaments,1154,Synthetic Monofilament,115404,Textiles,11,206807.0,1.193982665153139,112546.0,2021
Man-made filaments,1154,Artificial Monofilament,115405,Textiles,11,890.9999999999999,,,2021
Man-made filaments,1154,Synthetic Filament Yarn Woven Fabric,115407,Textiles,11,9517765.0,-0.0676885775709014,-691018.0,2021
Man-made filaments,1154,Artificial Filament Yarn Woven Fabric,115408,Textiles,11,745957.0,-0.1184646219224251,-100245.0,2021
Man-made staple fibres,1155,Synthetic Filament Tow,115501,Textiles,11,13558.0,40.58895705521472,13232.0,2021
Man-made staple fibres,1155,Artificial Filament Tow,115502,Textiles,11,1595.9999999999998,,,2021
Man-made staple fibres,1155,Unprocessed Synthetic Staple Fibers,115503,Textiles,11,3495979.0,1.647409975403778,2175451.0,2021
Man-made staple fibres,1155,Unprocessed Artificial Staple Fibers,115504,Textiles,11,20983.0,14.956653992395438,19668.0,2021
Man-made staple fibres,1155,Artificial Fibers Waste,115505,Textiles,11,7647487.000000001,1.245279473545293,4241458.000000001,2021
Man-made staple fibres,1155,Processed Synthetic Staple Fibers,115506,Textiles,11,431348.0,0.1194859190935067,46039.0,2021
Man-made staple fibres,1155,Processed Artificial Staple Fibers,115507,Textiles,11,13059.0,,,2021
Man-made staple fibres,1155,Non-Retail Artificial Staple Fibers Sewing Thread,115508,Textiles,11,1872863.0,-0.2423095673000095,-598942.0,2021
Man-made staple fibres,1155,Non-Retail Synthetic Staple Fibers Yarn,115509,Textiles,11,4800100.0,-0.2070156507069225,-1253109.0,2021
Man-made staple fibres,1155,Non-Retail Artificial Staple Fibers Yarn,115510,Textiles,11,7406.0,-0.9666779150075364,-214849.0,2021
Man-made staple fibres,1155,Retail Artificial Staple Fibers Yarn,115511,Textiles,11,3.0,,,2021
Man-made staple fibres,1155,Synthetic Fabrics,115512,Textiles,11,6352817.0,-0.2918383382992283,-2618040.0,2021
Man-made staple fibres,1155,Light Synthetic Cotton Fabrics,115513,Textiles,11,316710.0,0.4115397643199686,92338.0,2021
Man-made staple fibres,1155,Heavy Synthetic Cotton Fabrics,115514,Textiles,11,551424.0,0.4023366173471204,158206.0,2021
Man-made staple fibres,1155,Other Synthetic Fabrics,115515,Textiles,11,4904718.0,-0.0160293125772125,-79900.0,2021
Man-made staple fibres,1155,Woven Fabric of Synthetic Staple Fibers,115516,Textiles,11,5017631.0,-0.3527629239259918,-2734754.0,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Wadding,115601,Textiles,11,228311.0,1.0999135425481037,119587.0,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Felt,115602,Textiles,11,62802.0,-0.5528706498832374,-77654.0,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Non-woven Textiles,115603,Textiles,11,9102300.0,0.5173560001266923,3103510.0,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Rubber Textiles,115604,Textiles,11,56935.0,-0.3495150067979024,-30592.0,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Metallic Yarn,115605,Textiles,11,8967.0,-0.4499785315586088,-7336.0,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Gimp Yarn,115606,Textiles,11,13646.999999999998,-0.85141594172918,-78200.0,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Twine and Rope,115607,Textiles,11,1358301.0,-0.4543617286231913,-1131079.0,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",115608,Textiles,11,9975099.0,0.2629834678054465,2077055.0,2021
"Wadding, felt, nonwovens, twin, ropes, & articles thereof",1156,Other Articles of Twine and Rope,115609,Textiles,11,108743.0,-0.3878530978034474,-68899.0,2021
Carpets & textile floor covers,1157,Knotted Carpets,115701,Textiles,11,7333910.0,0.1185304519610897,777173.0,2021
Carpets & textile floor covers,1157,Hand-Woven Rugs,115702,Textiles,11,19178029.0,0.3963618632294092,5443746.0,2021
Carpets & textile floor covers,1157,Tufted Carpets,115703,Textiles,11,1843049.0,1.0914933069454342,961837.0,2021
Carpets & textile floor covers,1157,Felt Carpets,115704,Textiles,11,24699.0,-0.3433387392656794,-12914.0,2021
Carpets & textile floor covers,1157,Other Carpets,115705,Textiles,11,1229415.0,-0.5021103556866614,-1239837.0,2021
Special woven fabrics and tapestries,1158,Woven Fabrics,115801,Textiles,11,704818.0,-0.2823204650542369,-277261.0,2021
Special woven fabrics and tapestries,1158,Terry Fabric,115802,Textiles,11,22235.0,0.8907312925170068,10475.0,2021
Special woven fabrics and tapestries,1158,Tulles and Net Fabric,115804,Textiles,11,8063597.0,0.7338578027930611,3412929.0,2021
Special woven fabrics and tapestries,1158,Hand-Woven Tapestries,115805,Textiles,11,285216.0,0.5269830392324825,98432.0,2021
Special woven fabrics and tapestries,1158,Narrow Woven Fabric,115806,Textiles,11,4701233.0,-0.0182866118554862,-87571.0,2021
Special woven fabrics and tapestries,1158,Labels,115807,Textiles,11,376297.0,-0.3862878354201018,-236852.0,2021
Special woven fabrics and tapestries,1158,Ornamental Trimmings,115808,Textiles,11,667625.0,0.0598635373605369,37709.0,2021
Special woven fabrics and tapestries,1158,Metallic Fabric,115809,Textiles,11,2926.0,-0.9866630809832672,-216465.0,2021
Special woven fabrics and tapestries,1158,Embroidery,115810,Textiles,11,1491330.0,-0.0035799044289791,-5358.0,2021
Special woven fabrics and tapestries,1158,Quilted Textiles,115811,Textiles,11,452944.0,-0.5498456067748164,-553253.0,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Gum Coated Textile Fabric,115901,Textiles,11,68855.0,4.218659996968319,55661.0,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Plastic Coated Textile Fabric,115903,Textiles,11,5730910.0,0.0828461142105992,438459.0,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Linoleum,115904,Textiles,11,259.0,,,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Textile Wall Coverings,115905,Textiles,11,3043.0,2.9062901155327343,2264.0,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Rubber Textile Fabric,115906,Textiles,11,259926.0,2.345810753407906,182239.0,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Coated Textile Fabric,115907,Textiles,11,47557.0,8.000189250567752,42273.0,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Textile Wicks,115908,Textiles,11,10181.000000000002,,,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Hose Piping Textiles,115909,Textiles,11,21851.0,-0.2318157848479521,-6594.0,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Conveyor Belt Textiles,115910,Textiles,11,7814.0,-0.4682183204028855,-6880.0,2021
"Coated, covered, & laminated fabrics for industrial use",1159,Textiles for technical uses,115911,Textiles,11,4166073.0,0.0745288508262327,288957.0,2021
Knitted fabrics,1160,Pile Fabric,116001,Textiles,11,318153.0,-0.3554985191697627,-175489.0,2021
Knitted fabrics,1160,Light Rubberized Knitted Fabric,116002,Textiles,11,14448288.0,0.0215203636110138,304382.0,2021
Knitted clothing accesories,1161,Knit Men's Coats,116101,Textiles,11,5306355.0,0.147707118509162,682915.0,2021
Knitted clothing accesories,1161,Knit Women's Coats,116102,Textiles,11,15624897.0,-0.3298769337145061,-7691562.0,2021
Knitted clothing accesories,1161,Knit Men's Suits,116103,Textiles,11,43258840.0,0.3035082880611198,10072369.0,2021
Knitted clothing accesories,1161,Knit Women's Suits,116104,Textiles,11,317765284.0,0.3260360278114573,78129801.0,2021
Knitted clothing accesories,1161,Knit Men's Shirts,116105,Textiles,11,35354824.0,-0.0132961069725747,-476416.0,2021
Knitted clothing accesories,1161,Knit Women's Shirts,116106,Textiles,11,49715399.0,0.0714110012973634,3313599.0,2021
Knitted clothing accesories,1161,Knit Men's Undergarments,116107,Textiles,11,21262803.0,1.0505205378946223,10893337.0,2021
Knitted clothing accesories,1161,Knit Women's Undergarments,116108,Textiles,11,61362605.0,0.256925522315288,12543002.0,2021
Knitted clothing accesories,1161,Knit T-shirts,116109,Textiles,11,350738481.0,0.2728369361009284,75181989.0,2021
Knitted clothing accesories,1161,Knit Sweaters,116110,Textiles,11,205663632.0,0.2173966183869245,36726386.0,2021
Knitted clothing accesories,1161,Knit Babies' Garments,116111,Textiles,11,60446441.0,0.2798518079368188,13217191.0,2021
Knitted clothing accesories,1161,Knit Active Wear,116112,Textiles,11,20670787.0,0.3810731498600405,5703595.0,2021
Knitted clothing accesories,1161,Garments of Impregnated Fabric,116113,Textiles,11,11349378.0,0.9691706405030804,5585846.0,2021
Knitted clothing accesories,1161,Other Knit Garments,116114,Textiles,11,102868087.0,0.4323267668323594,31049219.0,2021
Knitted clothing accesories,1161,Knit Socks and Hosiery,116115,Textiles,11,10019522.0,-0.1843132204304931,-2264019.0,2021
Knitted clothing accesories,1161,Knit Gloves,116116,Textiles,11,2120886.0,-0.1170108816252202,-281053.0,2021
Knitted clothing accesories,1161,Other Knit Clothing Accessories,116117,Textiles,11,3046355.0,0.4525023661204921,949040.0,2021
Non-knitted clothing accesories,1162,Non-Knit Men's Coats,116201,Textiles,11,108953347.0,0.1131899929919716,11078458.0,2021
Non-knitted clothing accesories,1162,Non-Knit Women's Coats,116202,Textiles,11,290151250.0,-0.0685999787745073,-21370377.0,2021
Non-knitted clothing accesories,1162,Non-Knit Men's Suits,116203,Textiles,11,366943524.0,0.3064060615605279,86063379.0,2021
Non-knitted clothing accesories,1162,Non-Knit Women's Suits,116204,Textiles,11,1833267169.0,0.7405170963352584,779978366.0,2021
Non-knitted clothing accesories,1162,Non-Knit Men's Shirts,116205,Textiles,11,150946697.0,0.5698727535950144,54794511.0,2021
Non-knitted clothing accesories,1162,Non-Knit Women's Shirts,116206,Textiles,11,471859942.0,0.3961300947237667,133882884.0,2021
Non-knitted clothing accesories,1162,Non-Knit Men's Undergarments,116207,Textiles,11,2350744.0,-0.3751881483859838,-1411579.0,2021
Non-knitted clothing accesories,1162,Non-Knit Women's Undergarments,116208,Textiles,11,23362625.0,0.427085382832809,6991758.0,2021
Non-knitted clothing accesories,1162,Non-Knit Babies' Garments,116209,Textiles,11,17733853.0,-0.0177925360586502,-321246.0,2021
Non-knitted clothing accesories,1162,Felt or Coated Fabric Garments,116210,Textiles,11,63487239.0,-0.3963417575354139,-41683592.0,2021
Non-knitted clothing accesories,1162,Non-Knit Active Wear,116211,Textiles,11,293581252.0,0.2424527001886604,57289559.0,2021
Non-knitted clothing accesories,1162,Other Women's Undergarments,116212,Textiles,11,133656607.0,0.2453322915732888,26330548.0,2021
Non-knitted clothing accesories,1162,Handkerchiefs,116213,Textiles,11,386191.0,-0.4367544515957781,-299462.00000000006,2021
Non-knitted clothing accesories,1162,Scarves,116214,Textiles,11,2175828.0,0.220790995954688,393518.0,2021
Non-knitted clothing accesories,1162,Neck Ties,116215,Textiles,11,50059.0,-0.6080996445738801,-77675.0,2021
Non-knitted clothing accesories,1162,Non-Knit Gloves,116216,Textiles,11,731910.0,0.4332123177422955,221232.0,2021
Non-knitted clothing accesories,1162,Other Non-Knit Clothing Accessories,116217,Textiles,11,2326341.0,-0.0044472346648076,-10392.0,2021
Used clothes & textile articles,1163,Blankets,116301,Textiles,11,9877081.0,0.5383085846322097,3456339.999999999,2021
Used clothes & textile articles,1163,House Linens,116302,Textiles,11,18765978.0,0.6735267133202395,7552546.0,2021
Used clothes & textile articles,1163,Window Dressings,116303,Textiles,11,451271.0,0.5136261944931726,153132.0,2021
Used clothes & textile articles,1163,Bedspreads,116304,Textiles,11,39330787.0,-0.3096761406820632,-17643612.0,2021
Used clothes & textile articles,1163,Packing Bags,116305,Textiles,11,19205873.0,0.4317425673164243,5791539.0,2021
Used clothes & textile articles,1163,"Awnings, Tents, and Sails",116306,Textiles,11,1414630.0,1.1234473389923372,748435.0,2021
Used clothes & textile articles,1163,Other Cloth Articles,116307,Textiles,11,121571573.0,-0.2706737354106938,-45118671.0,2021
Used clothes & textile articles,1163,Packaged Sewing Sets,116308,Textiles,11,77314.0,3.897630812111998,61528.0,2021
Used clothes & textile articles,1163,Used Clothing,116309,Textiles,11,8710076.0,-0.0104538784643468,-92016.0,2021
Used clothes & textile articles,1163,Textile Scraps,116310,Textiles,11,2882905.0,1.4383705430395464,1700597.0,2021
Footwear,1264,Waterproof Footwear,126401,Footwear and Headwear,12,12315612.0,1.182336445865595,6672297.0,2021
Footwear,1264,Rubber Footwear,126402,Footwear and Headwear,12,104282205.0,0.2185211366589415,18701248.0,2021
Footwear,1264,Leather Footwear,126403,Footwear and Headwear,12,169115041.0,0.0572197523447623,9152989.0,2021
Footwear,1264,Textile Footwear,126404,Footwear and Headwear,12,20395602.0,-0.043960757188856,-937834.0,2021
Footwear,1264,Other Footwear,126405,Footwear and Headwear,12,21700513.0,0.0608173732162557,1244105.0,2021
Footwear,1264,Footwear Parts,126406,Footwear and Headwear,12,71857184.0,0.2592760505242191,14794887.0,2021
Headgear,1265,Hat Forms,126501,Footwear and Headwear,12,6807.0,7.027122641509434,5959.0,2021
Headgear,1265,Hat Shapes,126502,Footwear and Headwear,12,46831.0,93.6080808080808,46336.0,2021
Headgear,1265,Hats,126504,Footwear and Headwear,12,37747.0,-0.4048373618403418,-25676.0,2021
Headgear,1265,Knitted Hats,126505,Footwear and Headwear,12,4874564.0,0.7310247624377707,2058565.0,2021
Headgear,1265,Other Headwear,126506,Footwear and Headwear,12,884134.0,-0.3423173254522557,-460183.0,2021
Headgear,1265,Headbands and Linings,126507,Footwear and Headwear,12,8493066.0,0.2652898806796072,1780718.0,2021
"Umbrellas, walking sticks, & whips",1266,Umbrellas,126601,Footwear and Headwear,12,184104.0,-0.2835695440005604,-72870.0,2021
"Umbrellas, walking sticks, & whips",1266,Walking Sticks,126602,Footwear and Headwear,12,397.0,-0.850975975975976,-2267.0,2021
"Umbrellas, walking sticks, & whips",1266,Umbrella and Walking Stick Accessories,126603,Footwear and Headwear,12,29845.0,0.4787929838469923,9663.0,2021
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Bird Skins and Feathers,126701,Footwear and Headwear,12,34742.0,74.03671706263499,34279.0,2021
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Artificial Vegetation,126702,Footwear and Headwear,12,14031.0,0.4078868151715834,4065.0,2021
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Processed Hair,126703,Footwear and Headwear,12,18449.0,168.25688073394497,18340.0,2021
"Feather articles, feathers, artificial flowers, & articles of human hair",1267,Fake Hair,126704,Footwear and Headwear,12,400230.0,0.586470427347717,147953.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Curbstones,136801,Stone And Glass,13,2094006.0,0.1633521780290404,294030.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Building Stone,136802,Stone And Glass,13,20899317.0,0.3662566847436831,5602545.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Worked Slate,136803,Stone And Glass,13,177550.0,7.308765033459685,156181.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Milling Stones,136804,Stone And Glass,13,6455805.0,0.327293103788574,1591917.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Abrasive Powder,136805,Stone And Glass,13,4605507.0,0.1176581221139444,484831.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Rock Wool,136806,Stone And Glass,13,425922.0,1.958942366475852,281978.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Asphalt,136807,Stone And Glass,13,1383111.0,0.3358538347421613,347735.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Vegetable Fiber,136808,Stone And Glass,13,274227.0,18.66348773841962,260281.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Plaster Articles,136809,Stone And Glass,13,1691437.0,0.4145051765374902,495657.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Cement Articles,136810,Stone And Glass,13,10177793.0,0.1901593639194997,1626171.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Asbestos Cement Articles,136811,Stone And Glass,13,66771.0,-0.1625570661716751,-12961.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Asbestos Fibres,136812,Stone And Glass,13,10417.0,-0.6478006559150692,-19160.0,2021
"Stone, plaster, cement, asbestos, mica.",1368,Friction Material,136813,Stone And Glass,13,7966042.0,0.247783887351053,1581890.0,2021
